"id_evento","data_publicacao","fonte","titulo","pagina","municipio","localidade","tipo_camada","dimensao_analitica","tipo_relacao_variavel","codigo_variavel","nivel_criticidade","observacao","nota_analista","cod_loteamento","nivel_confianca_loteamento","papel_no_ciclo","id_caso_pressao","entra_ipst","relevancia_estrategica","data_classificacao","_qrt_aproximacao_variavel","_linha_suspeita","_arquivo","_qrt_data_edicao","_qrt_numero_edicao","_qrt_evento_id","_qrt_relevancia","_qrt_descricao_evento","_qrt_fonte_arquivo","_qrt_status_validacao","_qrt_data","_qrt_item","_qrt_resumo","_qrt_origem","_qrt_municipio_impactado","_qrt_tipo_abrangencia","_qrt_\xEF\xBB\xBF""id_evento"""
"Abastecimento BRK","2026-03-26","Tribuna Liberal","Oscilacao de abastecimento em 14 bairros em 31/03","9","Hortolandia","nao_identificado","CONTEXTO","infraestrutura_urbana","direta","IU_01","media","sinal_smids_ext","Oscilacao de abastecimento em 14 bairros em 31/03. multiplos_loteamentos","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-03-26","","","2026_03_26_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Idoso encontrado morto","2026-03-26","Tribuna Liberal","Idoso sozinho em situacao de vulnerabilidade (hipertenso alcoolista)","8","Hortolandia","nao_identificado","CONTEXTO","capital_humano","indireta","CH_05","alerta","sinal_smids_ext","Idoso sozinho em situacao de vulnerabilidade (hipertenso alcoolista). sinal_smids_ext","319","alto","nao_aplicavel","","nao","media","2026-03-26","","","2026_03_26_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Manifesto servidores vale-alimentação","2026-03-27","Tribuna Liberal","Servidores municipais pedem vale-refeição; PL encaminhado à Câmara prevê benefício sem extinguir ces","1","Hortolandia","nao_identificado","GOVERNANCA","renda_trabalho","direta","RT_01","media","acao_institucional_smids","Servidores municipais pedem vale-refeição; PL encaminhado à Câmara prevê benefício sem extinguir cesta básica. contexto_sociopolitico","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-03-27","","","2026_03_27_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Protocolo Coordenação Pedagógica","2026-03-27","Tribuna Liberal","Lançamento de protocolo formativo para coordenadores pedagógicos nas escolas municipais; 26 mil alun","8","Hortolandia","nao_identificado","GOVERNANCA","capital_humano","direta","CH_07","media","acao_institucional_smids","Lançamento de protocolo formativo para coordenadores pedagógicos nas escolas municipais; 26 mil alunos atendidos. interface_ch","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-03-27","","","2026_03_27_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Zeladoria Parque Lago da Fé","2026-03-27","Tribuna Liberal","Mutirão de manutenção no Parque Lago da Fé (Parque Gabriel) e Parque Chico Mendes; troca de equipame","8","Hortolandia","nao_identificado","CONTEXTO","SMIDS_EXT","contextual","SMIDS_EXT","media","sinal_smids_ext","Mutirão de manutenção no Parque Lago da Fé (Parque Gabriel) e Parque Chico Mendes; troca de equipamentos. caso_ilustrativo","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-03-27","","","2026_03_27_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Furto de carga Jardim Amanda","2026-03-27","Tribuna Liberal","Quatro presos por furto de óleo na Av","9","Hortolandia","nao_identificado","CONTEXTO","SMIDS_EXT","indireta","SMIDS_EXT","media","sinal_smids_ext","Quatro presos por furto de óleo na Av. Princesa Isabel; transferência ilegal de carga em caminhões. sinal_smids_ext","351","alto","nao_aplicavel","","nao","media","2026-03-27","","","2026_03_27_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Parque Jd. Amanda - espaco patinacao","2026-03-28","Tribuna Liberal","Implantacao de area de patinacao no Parque Socioambiental Jd","4","Hortolandia","nao_identificado","CONTEXTO","multidimensional","contextual","SMIDS_EXT","media","sinal_smids_ext","Implantacao de area de patinacao no Parque Socioambiental Jd. Amanda; campo e academia previstos para abril. caso_ilustrativo","351","alto","nao_aplicavel","","nao","media","2026-03-28","","","2026_03_28_tribuna_liberal.csv","","","","","","","","","","","","","",""
"ISLU 2025 - Hortolandia 1301a posicao","2026-03-28","Tribuna Liberal","Hortolandia posicao 1301 indice 0","6","Hortolandia","nao_identificado","CONTEXTO","infraestrutura_urbana","direta","IU_02","media","sinal_smids_ext","Hortolandia posicao 1301 indice 0.538 conceito medio no ranking nacional de limpeza urbana; Americana lidera a regiao. dado_auditavel","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-03-28","","","2026_03_28_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Tentativa de estupro em praca publica","2026-03-28","Tribuna Liberal","Tentativa de estupro em praca proxima ao Hospital Mario Covas em plena luz do dia; suspeito foragido","9","Hortolandia","nao_identificado","CONTEXTO","multidimensional","indireta","CH_05","alerta","sinal_smids_ext","Tentativa de estupro em praca proxima ao Hospital Mario Covas em plena luz do dia; suspeito foragido. interface_ch","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-03-28","","","2026_03_28_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Ana Perugini - R$ 400 mil CRAS Jardim Brasil","2026-03-28","Tribuna Liberal","Emenda de R$ 400 mil para ampliacao do CRAS Jardim Brasil entre R$ 23","7","Hortolandia","nao_identificado","GOVERNANCA","multidimensional","contextual","governanca","media","acao_institucional_smids","Emenda de R$ 400 mil para ampliacao do CRAS Jardim Brasil entre R$ 23.8 mi destinados a Hortolandia. acao_institucional_smids","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-03-28","","","2026_03_28_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Conserto erosao frente EMEIEF Jd. Amanda III","2026-03-29","Tribuna Liberal","Reparo de afundamento de solo na Rua Duque de Caxias em frente a escola municipal do Jd","9","Hortolandia","nao_identificado","CONTEXTO","infraestrutura_urbana","direta","IU_01","media","sinal_smids_ext","Reparo de afundamento de solo na Rua Duque de Caxias em frente a escola municipal do Jd. Amanda III. interface_iu","351","alto","nao_aplicavel","","nao","media","2026-03-29","","","2026_03_29_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Paulinia - Lei 4685/2026 matricula maes atipicas","2026-03-29","Tribuna Liberal","Paulinia sanciona lei de prioridade de matricula para filhos de maes responsaveis por PCD/TEA/doenca","9","Hortolandia","nao_identificado","GOVERNANCA","capital_humano","direta","CH_05","media","acao_institucional_smids","Paulinia sanciona lei de prioridade de matricula para filhos de maes responsaveis por PCD/TEA/doencas raras. interface_ch","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-03-29","","","2026_03_29_tribuna_liberal.csv","","","","","","","","","","","","","",""
"STF - visao monocular como deficiencia ADI 6850","2026-03-29","Tribuna Liberal","STF confirma visao monocular como deficiencia sensorial; garante acesso a concursos publicos e benef","9","Hortolandia","nao_identificado","GOVERNANCA","capital_humano","direta","CH_05","media","acao_institucional_smids","STF confirma visao monocular como deficiencia sensorial; garante acesso a concursos publicos e beneficios. interface_ch","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-03-29","","","2026_03_29_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Ana Perugini - R$ 1.57 mi Centro Inteligencia Social","2026-03-29","Tribuna Liberal","Emenda para Centro de Inteligencia Social: convivencia da melhor idade e cursos de qualificacao prof","7","Hortolandia","nao_identificado","GOVERNANCA","capital_humano","direta","RT_04","media","acao_institucional_smids","Emenda para Centro de Inteligencia Social: convivencia da melhor idade e cursos de qualificacao profissional. interface_rt","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-03-29","","","2026_03_29_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Homicidio a tiros em madeireira no Jd. Amanda II","2026-03-31","Tribuna Liberal","Homem de 46 anos assassinado por dois suspeitos em motocicleta em estabelecimento comercial na Aveni","10","Hortolandia","nao_identificado","CONTEXTO","multidimensional","indireta","RT_01","alerta","sinal_smids_ext","Homem de 46 anos assassinado por dois suspeitos em motocicleta em estabelecimento comercial na Avenida Brasil; vitima era cliente; suspeitos fugiram e nao foram localizados. sinal_smids_ext","457","medio","nao_aplicavel","","nao","media","2026-03-31","","","2026_03_31_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Adolescente morre apos colisao de motocicleta contra poste no Vila Verde","2026-03-31","Tribuna Liberal","Adolescente de 17 anos morreu apos colisao de motocicleta contra poste na Rua Projetada Oito; ambos ","9","Hortolandia","nao_identificado","CONTEXTO","capital_humano","contextual","CH_01","alerta","sinal_smids_ext","Adolescente de 17 anos morreu apos colisao de motocicleta contra poste na Rua Projetada Oito; ambos os ocupantes sem capacete; segunda vitima de 17 anos socorrida. interface_ch","398","alto","nao_aplicavel","","nao","media","2026-03-31","","","2026_03_31_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Violencia domestica com arma de fogo no Parque Santo Andre","2026-03-31","Tribuna Liberal","Homem preso por violencia domestica ameaca e porte ilegal de arma ponto 380 com numeracao suprimida ","9","Hortolandia","nao_identificado","CONTEXTO","multidimensional","direta","CH_05","alerta","sinal_smids_ext","Homem preso por violencia domestica ameaca e porte ilegal de arma ponto 380 com numeracao suprimida contra ex-companheira no Parque Santo Andre. interface_ch","318","alto","nao_aplicavel","","nao","media","2026-03-31","","","2026_03_31_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Hortolandia conquista Selo FNAS 2025 na area de assistencia social","2026-04-01","Tribuna Liberal","Municipio conquista pela primeira vez o Selo FNAS 2025; rede SUAS atende 30 mil familias equivalente","8","Hortolandia","nao_identificado","CONTEXTO","governanca","contextual","multidimensional","media","sinal_smids_ext","Municipio conquista pela primeira vez o Selo FNAS 2025; rede SUAS atende 30 mil familias equivalente a 72 mil pessoas por meio de CRAS CREAS Centro Pop Casa de Passagem e Abrigo Institucional; reconhecimento federal por excelencia na gestao orcamentaria financeira contabil e regulatoria do Fundo Municipal de Assistencia Social. acao_institucional_smids","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-04-01","","","2026_04_01_tribuna_liberal.csv","","","","","","","","","","","","","",""
"GM apreende drogas em abrigo e mulher e detida em Hortolandia","2026-04-01","Tribuna Liberal","Mulher acolhida no Abrigo Esperancar com quatro filhos detida com 28 porcoes de cocaina e 15 de maco","8","Hortolandia","nao_identificado","CONTEXTO","capital_humano","direta","CH_05","alerta","sinal_smids_ext","Mulher acolhida no Abrigo Esperancar com quatro filhos detida com 28 porcoes de cocaina e 15 de maconha; cao farejador Thor localizou entorpecentes sob movel no dormitorio feminino; Conselho Tutelar acionado para as criancas. interface_ch","57","alto","nao_aplicavel","","nao","media","2026-04-01","","","2026_04_01_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Homem baleado e morto em madeireira no Jardim Amanda II","2026-04-01","Tribuna Liberal","Eduardo Zani de 46 anos baleado na cabeca em madeireira no Jardim Amanda II; socorro realizado por p","9","Hortolandia","nao_identificado","CONTEXTO","multidimensional","indireta","CH_01","alerta","sinal_smids_ext","Eduardo Zani de 46 anos baleado na cabeca em madeireira no Jardim Amanda II; socorro realizado por populares em veiculo ate UPA Jardim Amanda; vitima nao resistiu antes de chegar a unidade. sinal_smids_ext","457","medio","nao_aplicavel","","nao","media","2026-04-01","","","2026_04_01_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Irmaos autuados apos sequencia de roubos de motos no Jardim Conceicao","2026-04-01","Tribuna Liberal","Dois irmaos detidos pela PM apos sequencia de roubos de motocicletas; adolescente entre os suspeitos","9","Hortolandia","nao_identificado","CONTEXTO","capital_humano","direta","CH_08","alerta","sinal_smids_ext","Dois irmaos detidos pela PM apos sequencia de roubos de motocicletas; adolescente entre os suspeitos apreendido; confessaram dois roubos incluindo Honda CB 500F e Kawasaki Versys. interface_ch","57","medio","nao_aplicavel","","nao","media","2026-04-01","","","2026_04_01_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Viaduto Vila Real entra na reta final em Hortolandia","2026-04-02","Tribuna Liberal","Pavimentacao da Rua Argolino de Moraes concluida; rotatória e via a serem liberadas nos proximos dia","12","Hortolandia","nao_identificado","CONTEXTO","infraestrutura_urbana","contextual","SMIDS_EXT","media","sinal_smids_ext","Pavimentacao da Rua Argolino de Moraes concluida; rotatória e via a serem liberadas nos proximos dias; entrega total prevista entre final de abril e inicio de maio; prefeito Zeze Gomes acompanha obra. interface_iu","63","medio","nao_aplicavel","","nao","media","2026-04-02","","","2026_04_02_tribuna_liberal.csv","","","","","","","","","","","","","",""
"GM registra 14 casos Lei Maria da Penha em marco — Hortolandia","2026-04-02","Tribuna Liberal","Balanco GM marco 2026; 14 ocorrencias Lei Maria da Penha registradas; 3316 ligacoes recebidas; 1068 ","4","Hortolandia","nao_identificado","CONTEXTO","capital_humano","direta","CH_05","alerta","sinal_smids_ext","Balanco GM marco 2026; 14 ocorrencias Lei Maria da Penha registradas; 3316 ligacoes recebidas; 1068 com deslocamento de viatura; 304 BOs lavrados. dado_auditavel","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-04-02","","","2026_04_02_tribuna_liberal.csv","","","","","","","","","","","","","",""
"GM registra 36 averiguacoes criminais e ocorrencias multiplas em marco — Hortolandia","2026-04-02","Tribuna Liberal","Balanco GM marco 2026; 36 averiguacoes de fatos criminosos incluindo roubos furtos agressoes tentati","4","Hortolandia","nao_identificado","CONTEXTO","multidimensional","contextual","multidimensional","alerta","sinal_smids_ext","Balanco GM marco 2026; 36 averiguacoes de fatos criminosos incluindo roubos furtos agressoes tentativas de feminicidio e homicidio; 480 atendimentos perturbacao sossego; 42 brigas; 68 apoios a orgaos publicos. dado_auditavel","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-04-02","","","2026_04_02_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Audiencia Publica Plano Diretor — Hortolandia 07/04/2026","2026-04-02","Tribuna Liberal","Audiencia publica para discussao do PLC 11/2025 — Plano Diretor do Municipio de Hortolandia; realiza","4","Hortolandia","nao_identificado","CONTEXTO","governanca","contextual","SMIDS_GOV","media","sinal_smids_ext","Audiencia publica para discussao do PLC 11/2025 — Plano Diretor do Municipio de Hortolandia; realizada na Camara Municipal em 07/04 as 19h; transmissao ao vivo YouTube. contexto_sociopolitico","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-04-02","","","2026_04_02_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Monte Sinai — 152 UH e saneamento","2026-04-03","Tribuna Liberal","Construcao de 152 unidades habitacionais para moradores de areas de risco em parceria com a CDHU; en","7","Hortolandia","nao_identificado","CONTEXTO","infraestrutura_urbana","direta","IU_01","alerta","sinal_smids_ext","Construcao de 152 unidades habitacionais para moradores de areas de risco em parceria com a CDHU; entrega prevista para o segundo semestre de 2026. interface_iu","sem_codigo_monte_sinai","medio","nao_aplicavel","","nao","media","2026-04-03","","","2026_04_03_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Empregos no setor supermercadista","2026-04-05","Tribuna Liberal","Hortolandia se destaca na geracao de empregos no setor supermercadista na regiao; dado para cruzamen","3","Hortolandia","nao_identificado","CONTEXTO","renda_trabalho","direta","RT_02","media","sinal_smids_ext","Hortolandia se destaca na geracao de empregos no setor supermercadista na regiao; dado para cruzamento futuro com CAGED. interface_rt","nao_identificado","baixo","nao_aplicavel","","nao","media","2026-04-05","","","2026_04_05_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Fuga de adolescentes revela denuncia de violencia domestica","07/04/2026","Tribuna Liberal","Dois adolescentes (12 e 13 anos) fogem de casa no Parque Peron na noite de 04/04 apos sofrer violenc","6","","nao_identificado","CONTEXTO","capital_humano","indireta","CH_05","alerta","sinal_smids_ext","Dois adolescentes (12 e 13 anos) fogem de casa no Parque Peron na noite de 04/04 apos sofrer violencia psicologica e agressoes fisicas do padrasto; GM e Conselho Tutelar acionados; padrasto levado ao plantao policial; adolescentes encaminhados ao Hospital Mario Covas para avaliacao medica. interface_ch","370","medio","nao_aplicavel","","nao","media","07/04/2026","","","2026_04_07_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Ciclista de 40 anos atropelado e morto por caminhao na SP-101","07/04/2026","Tribuna Liberal","Ciclista morto no acostamento da Rodovia Jornalista Francisco Aguirre Proenca (SP-101) km 11+500 as ","6","","nao_identificado","CONTEXTO","","contextual","SMIDS_EXT","alerta","sinal_smids_ext","Ciclista morto no acostamento da Rodovia Jornalista Francisco Aguirre Proenca (SP-101) km 11+500 as 5h da manha na regiao do Jd Sao Bento; caminhao invasor fugiu sem prestar socorro; caso registrado como homicidio culposo em investigacao. duvida_metodologica","341","baixo","nao_aplicavel","","nao","media","07/04/2026","","","2026_04_07_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Camara aprova PL 34/2026 reorganizando seguranca e saude no trabalho","07/04/2026","Tribuna Liberal","Camara Municipal aprova projeto do prefeito Zeze Gomes redefine acoes de seguranca e saude laboral p","9","","nao_identificado","CONTEXTO","governanca","contextual","SMIDS_GOV","baixa","sinal_smids_ext","Camara Municipal aprova projeto do prefeito Zeze Gomes redefine acoes de seguranca e saude laboral para servidores; revoga lei de 2006; execucao por profissionais do quadro permanente; prazo 90 dias para regulamentacao. fora_escopo_smids","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","07/04/2026","","","2026_04_07_tribuna_liberal.csv","","","","","","","","","","","","","",""
"1o Forum Regional de Transparencia em Setores Publicos - Camara de Hortolandia","07/04/2026","Tribuna Liberal","Forum realizado em 10/04 na Camara Municipal de Hortolandia (Rua Joseph Paul Julien Burlandy 250 Pq ","1","","nao_identificado","CONTEXTO","governanca","contextual","SMIDS_GOV","baixa","sinal_smids_ext","Forum realizado em 10/04 na Camara Municipal de Hortolandia (Rua Joseph Paul Julien Burlandy 250 Pq Gabriel); publico: procuradores controladores ouvidorias parlamentares prefeitos; inscricoes via araras.sp.leg.br/escola. contexto_sociopolitico","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","07/04/2026","","","2026_04_07_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Sarau Parada Poetica - participacao de Criolo adiada por motivos pessoais","07/04/2026","Tribuna Liberal","Criolo nao comparece ao sarau por motivo pessoal; evento ocorreu normalmente no CEM Maestro Ronaldo ","9","","nao_identificado","CONTEXTO","","contextual","SMIDS_EXT","baixa","sinal_smids_ext","Criolo nao comparece ao sarau por motivo pessoal; evento ocorreu normalmente no CEM Maestro Ronaldo Dias (Jd Santa Candida); realizado excepcionalmente no CEM por obra do viaduto Vila Real na regiao. fora_escopo_smids","306","baixo","nao_aplicavel","","nao","media","07/04/2026","","","2026_04_07_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Hortolandia inaugura viaduto Vila Real na proxima segunda-feira","2026-04-08","Tribuna Liberal","Viaduto sobre linha ferrea da Vila Real inaugurado em 13/04; 240m; 4 pistas; ciclovia; conecta Jd","4","Hortolandia","nao_identificado","CONTEXTO","infraestrutura_urbana","direta","IU_03","alerta","sinal_smids_ext","Viaduto sobre linha ferrea da Vila Real inaugurado em 13/04; 240m; 4 pistas; ciclovia; conecta Jd. Amanda + Centro + Nova Hortolandia; fluxo esperado 30 mil veiculos/dia; aguardado ha mais de 40 anos. interface_iu","63","alto","nao_aplicavel","","nao","media","2026-04-08","","","2026_04_08_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Saude imuniza 130 idosos contra gripe no CCMI Remanso Campineiro","2026-04-08","Tribuna Liberal","Campanha Influenza iniciada 28/03; 130 idosos imunizados no CCMI do Remanso Campineiro; meta 90% pub","4","Hortolandia","nao_identificado","GOVERNANCA","capital_humano","direta","CH_01","media","acao_institucional_smids","Campanha Influenza iniciada 28/03; 130 idosos imunizados no CCMI do Remanso Campineiro; meta 90% publicos-alvo; campanha vai ate 30/05. interface_rt","66","alto","nao_aplicavel","","nao","media","2026-04-08","","","2026_04_08_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Zeze busca apoio do Estado para infraestrutura saude e educacao no Monte Sinai","2026-04-08","Tribuna Liberal","Prefeito esteve no Palacio dos Bandeirantes; pleiteia infraestrutura saude e creche para Jd","8","Hortolandia","nao_identificado","GOVERNANCA","infraestrutura_urbana","direta","IU_01","alerta","acao_institucional_smids","Prefeito esteve no Palacio dos Bandeirantes; pleiteia infraestrutura saude e creche para Jd. Santiago e Monte Sinai; 152 UH em construcao. impacto_regional_hortolandia","sem_codigo_monte_sinai","medio","nao_aplicavel","","nao","media","2026-04-08","","","2026_04_08_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Hortolandia premiada com Premio de Excelencia Educacional 2025","2026-04-08","Tribuna Liberal","Premio do Governo do Estado; 5 escolas da rede municipal contempladas pelo Saresp; escolas receberao","9","Hortolandia","nao_identificado","GOVERNANCA","capital_humano","direta","CH_07","media","acao_institucional_smids","Premio do Governo do Estado; 5 escolas da rede municipal contempladas pelo Saresp; escolas receberao recursos adicionais. interface_ch","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-04-08","","","2026_04_08_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Gas R$132 em Hortolândia — alta 7.5% jan-mar/2026","2026-04-09","Tribuna Liberal","Preço médio do botijão 13kg passou de R$ 105,61 em janeiro para R$ 113,54 em março; máximo R$ 132","4","Hortolândia","nao_identificado","CONTEXTO","renda_trabalho","indireta","RT_01","alerta","sinal_smids_ext","Preço médio do botijão de 13kg passou de R$ 105,61 em janeiro para R$ 113,54 em março, com máximo de R$ 132 em Hortolândia. Moradora relata impacto no orçamento familiar. Evento de contexto econômico com interface indireta com renda disponível, custo de vida e vulnerabilidade social.","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-04-09","preco_botijao_gas_2026","","2026_04_09_tribuna_liberal.csv","","","","","","","","","","","","","",""
"SAMU Hortolândia — tratativas regionalizacao Nova Odessa e Monte Mor","2026-04-09","Tribuna Liberal","Representantes de Nova Odessa e Monte Mor discutem regionalização do SAMU em Hortolândia","5","Hortolândia","nao_identificado","GOVERNANCA","governanca","contextual","SMIDS_GOV","media","acao_institucional_smids","Representantes de Nova Odessa e Monte Mor participaram de tratativas no Paço Municipal de Hortolândia. Equipe de Hortolândia apresentou estrutura e exigências legais. Regionalização prevista desde 2008. Evento com impacto regional e interface de governança em saúde pública.","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-04-09","regionalizacao_samu","","2026_04_09_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Fundo Social — 39 formandos em 3 cursos profissionalizantes","2026-04-09","Tribuna Liberal","Fundo Social certifica 39 formandos em três cursos profissionalizantes","6","Hortolândia","nao_identificado","GOVERNANCA","renda_trabalho","direta","RT_02","media","acao_institucional_smids","Cursos de Instalação Fotovoltaica, Páscoa Criativa e Tranças Afro foram concluídos com cerimônia no Centro Paulo Freire. Evento teve presença de Maria dos Anjos e Zezé Gomes. Relevante para qualificação profissional, renda e inclusão produtiva.","nao_identificado","alto","nao_aplicavel","","nao","media","2026-04-09","qualificacao_profissional_fundo_social","","2026_04_09_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Dupla detida apos perseguicao — Parque Sao Jorge","2026-04-09","Tribuna Liberal","Dupla é detida após perseguição iniciada no Parque São Jorge","6","Hortolândia","Parque São Jorge","PRESSAO_SOCIAL","seguranca_publica","direta","SMIDS_EXT","media","sinal_smids_ext","Jovem de 19 anos foi preso e adolescente de 17 anos apreendido após perseguição iniciada na Rua Goiás, no Parque São Jorge. Caso envolveu roubo de veículo com duas mulheres rendidas e colisão em Sumaré. Evento relevante para monitoramento de pressão social em segurança pública.","PARQUE_SAO_JORGE","medio","emergencia","SEG_ROUBO_VEICULO_2026","sim","media","2026-04-09","roubo_veiculo_perseguicao","","2026_04_09_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Poco artesiano Jd. Mirante improprio para consumo humano","2026-04-09","Tribuna Liberal","Poço artesiano do Jardim Mirante é interditado por água imprópria para consumo humano","7","Hortolândia","Jardim Mirante","PRESSAO_SOCIAL","infraestrutura_urbana","direta","IU_01","alerta","sinal_smids_ext","STD acima do limite da Portaria 888/2021. Poço interditado desde o final de março. Causa provável indicada: oxidação interna do reservatório metálico após limpeza. Prefeitura informou contratação de empresa para manutenção. Evento relevante para ciclo de abastecimento, água e infraestrutura urbana.","JARDIM_MIRANTE","medio","emergencia","IU_POCO_MIRANTE_2026","sim","alta","2026-04-09","poco_jardim_mirante_agua_impropria","","2026_04_09_tribuna_liberal.csv","","","","","","","","","","","","","",""
"1o Forum Regional de Transparencia — Camara Municipal de Hortolândia 10/04","2026-04-09","Tribuna Liberal","Câmara Municipal de Hortolândia recebe 1º Fórum Regional de Transparência","4","Hortolândia","nao_identificado","GOVERNANCA","governanca","contextual","SMIDS_GOV","baixa","sinal_smids_ext","Evento realizado em 10/04, das 9h às 16h, na Câmara Municipal de Hortolândia. Público-alvo: procuradores, controladores, ouvidores, parlamentares e prefeitos. Evento de governança e transparência pública, com relevância institucional indireta para o Atlas Social.","nao_aplicavel","nao_aplicavel","nao_aplicavel","","nao","media","2026-04-09","forum_transparencia_governanca","","2026_04_09_tribuna_liberal.csv","","","","","","","","","","","","","",""
"PAA Ciclo 2026 - retomada aquisicao alimentos","2026-04-10","Tribuna Liberal","PAA (Programa de Aquisicao de Alimentos) retomado para ciclo 2026 - atende 1050 pessoas em situacao ","4","Hortolandia","nao_identificado","GOVERNANCA","renda_trabalho","direta","RT_01","media","acao_institucional_smids","PAA (Programa de Aquisicao de Alimentos) retomado para ciclo 2026 - atende 1050 pessoas em situacao de vulnerabilidade por meio de 11 entidades - R$ 325 mil - 45 agricultores familiares - coordenado pelo Banco de Alimentos da Secretaria de Educacao com parceria SMIDS/Maria dos Anjos. dado_auditavel","nao_aplicavel","nulo","nao_aplicavel","","nao","media","2026-04-10","","","2026_04_10_tribuna_liberal.csv","","","","","","","","","","","","","",""
"Caminho da Capacitacao - Costura Criativa Jardim Amanda","2026-04-10","Tribuna Liberal","Carreta do programa estadual Caminho da Capacitacao oferece curso gratuito de Costura Criativa no es","7","Hortolandia","nao_identificado","GOVERNANCA","renda_trabalho","direta","RT_02","media","acao_institucional_smids","Carreta do programa estadual Caminho da Capacitacao oferece curso gratuito de Costura Criativa no estacionamento do Teatro Elizabeth Keller - mais de 1000 pessoas ja passaram por cursos profissionalizantes - parceria SMIDS/Maria dos Anjos (Secretaria de Inclusao e Desenvolvimento Social) e Fundo Social de Solidariedade. acao_institucional_smids","351","alto","nao_aplicavel","","nao","media","2026-04-10","","","2026_04_10_tribuna_liberal.csv","","","","","","","","","","","","","",""
"CIMH amplia fiscalizacao ambiental - descarte irregular residuos","2026-04-10","Tribuna Liberal","Central Integrada de Monitoramento de Hortolandia (CIMH) incorpora fiscais ambientais para combater ","4","Hortolandia","nao_identificado","CONTEXTO","infraestrutura_urbana","indireta","IU_02","baixa","sinal_smids_ext","Central Integrada de Monitoramento de Hortolandia (CIMH) incorpora fiscais ambientais para combater descarte irregular de residuos e transporte de cargas sem lona em areas publicas. dado_auditavel","nao_aplicavel","nulo","nao_aplicavel","","nao","media","2026-04-10","","","2026_04_10_tribuna_liberal.csv","","","","","","","","","","","","","",""
